subset,metric,predicted,actual,n,prevalence,source,model,mean_dist
dist_bin2,aucroc,0.5991506667244666,0.6021528580246054,1633,0.20269442743417024,v4_combined,tcrbert,-2.9269073663076637
dist_bin3,aucroc,0.5553612133190028,0.5207848796869363,1633,0.16105327617881202,v4_combined,tcrbert,-1.293226194285986
dist_bin4,aucroc,0.561061816688011,0.5148747829010029,1633,0.15921616656460502,v4_combined,tcrbert,0.4892523057241068
dist_bin5,aucroc,0.5519928440156467,0.5535071099914639,1633,0.31598285364360074,v4_combined,tcrbert,0.8170232797947231
dist_bin6,aucroc,0.5389904419851805,0.4984256914474128,1633,0.2535211267605634,v4_combined,tcrbert,0.9694670157198838
dist_bin7,aucroc,0.5261166673667406,0.4373852871242879,1638,0.1813186813186813,v4_combined,tcrbert,1.112491846341989
dist_bin0,aucroc,0.5778177811116407,0.6936269707538174,1715,0.2956268221574344,mcpas,tcrbert,-1.549294659845297
dist_bin1,aucroc,0.49874732237483504,0.40900062197788967,1715,0.11486880466472303,mcpas,tcrbert,0.5313886915316939
dist_bin2,aucroc,0.4921884915772664,0.3933647438567263,1715,0.08571428571428572,mcpas,tcrbert,0.7045830520923517
dist_bin3,aucroc,0.49548574261622735,0.39907743919485605,1715,0.10612244897959183,mcpas,tcrbert,0.7861777327456874
dist_bin4,aucroc,0.4909225668266887,0.4652961980548187,1715,0.1206997084548105,mcpas,tcrbert,0.8468178766985124
dist_bin5,aucroc,0.49488620394445326,0.4614791052961074,1715,0.16851311953352768,mcpas,tcrbert,0.904520640813519
dist_bin6,aucroc,0.49739919657650333,0.4537002650821498,1715,0.1988338192419825,mcpas,tcrbert,0.9724805214479987
dist_bin7,aucroc,0.49077034097297323,0.36369949494949494,1718,0.11525029103608847,mcpas,tcrbert,1.1434852003155476
dist_bin0,aucroc,0.5763779880059363,0.6172376303865219,1195,0.24351464435146444,iedb_sars,tcrbert,-2.8494198363494925
dist_bin1,aucroc,0.4334980526749242,0.42388651777979675,1195,0.15732217573221757,iedb_sars,tcrbert,-1.8751265174296372
dist_bin2,aucroc,0.3873867071375962,0.44066424453044784,1195,0.03682008368200837,iedb_sars,tcrbert,-1.7392045453890952
dist_bin3,aucroc,0.37531072448962394,0.5265174886539701,1195,0.11548117154811716,iedb_sars,tcrbert,-1.3275332651908547
dist_bin4,aucroc,0.519944033420497,0.4807151389049436,1195,0.17656903765690377,iedb_sars,tcrbert,-0.42053277465555666
dist_bin5,aucroc,0.5055670505730243,0.5071608811293733,1195,0.14393305439330545,iedb_sars,tcrbert,-0.34396287762127137
dist_bin6,aucroc,0.49604577496760716,0.5050947867298579,1195,0.11715481171548117,iedb_sars,tcrbert,-0.17260167929790748
dist_bin7,aucroc,0.45022604820189105,0.4592581826637986,1197,0.13951545530492898,iedb_sars,tcrbert,0.9329412629780557
